CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,# universidad,NOMBRE_INSTITUCIÓN,ESTADO_INSTITUCIÓN,CARÁCTER_ACADÉMICO,SECTOR,codigoprograma,NOMBRE_DEL_PROGRAMA,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.7,ESPECIALIZACIÓN EN GERENCIA DE RIESGOS Y SEGUROS,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.8,ESPECIALIZACIÓN EN GESTIÓN EDUCATIVA,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.9,ESPECIALIZACIÓN EN GESTIÓN EMPRESARIAL,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.10,ESPECIALIZACIÓN EN HERRAMIENTAS VIRTUALES PARA LA EDUCACIÓN,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.11,ESPECIALIZACIÓN EN SEGURIDAD DE LA INFORMACIÓN,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.12,ESPECIALIZACIÓN TECNOLÓGICA EN DESARROLLO DE APLICATIVOS PARA REDES MÓVILES,,,,,,,,1,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.13,ESPECIALIZACIÓN TECNOLÓGICA EN TURISMO DE SALUD Y BIENESTAR,,,,,,,,1,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.14,MAESTRÍA EN ADMINISTRACIÓN INTERNACIONAL,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.15,MAESTRÍA EN GERENCIA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
2725,2725,73,POLITECNICO GRANCOLOMBIANO,Activa,Institución Universitaria/Escuela Tecnológica,Privado,73.16,MAESTRÍA EN INNOVACIÓN EDUCATIVA,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.1,ESPECIALIZACIÓN EN GERENCIA,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.2,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.4,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.5,ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.6,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.7,ESPECIALIZACION EN GERENCIA LOGISTICA,,,,,,,,,,,,,,,,
2727,2727,74,FUNDACION UNIVERSITARIA-CEIPA-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,74.8,ESPECIALIZACION EN GESTION SERVICIOS,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.1,ESPECIALIZACIÓN EN ALTA GERENCIA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.2,ESPECIALIZACION EN AUDITORIA EN SALUD,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.3,"ESPECIALIZACIÓN EN DERECHOS DE AUTOR,  PROPIEDAD INDUSTRIAL Y NUEVAS TECNOLOGÍAS",,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.4,ESPECIALIZACION EN EPIDEMIOLOGIA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.5,ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.6,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.7,ESPECIALIZACION EN GESTION AMBIENTAL,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.8,ESPECIALIZACION EN INFORMATICA EDUCATIVA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.9,ESPECIALIZACIÓN EN PEDAGOGÍA  Y DOCENCIA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.10,ESPECIALIZACIÓN EN REVISORÍA FISCAL Y AUDITORÍA FORENSE,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.11,MAESTRÍA EN EPIDEMIOLOGÍA,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.12,MAESTRÍA EN GERENCIA DE MERCADEO DIGITAL,,,,,,,,,,,,,,,,
2728,2728,75,FUNDACION UNIVERSITARIA DEL AREA ANDINA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,75.13,MAESTRÍA EN INNOVACIÓN,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.1,ESPECIALIZACION EN DIALOGO INTERRELIGIOSO E INTERCULTURAL,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.2,ESPECIALIZACION EN EVANGELIZACIÓN EN AMBIENTES VIRTUALES,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.3,ESPECIALIZACIÓN EN GERENCIA AGROPECUARIA,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.4,ESPECIALIZACION EN GERENCIA DE NEGOCIOS INTERNACIONALES,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.5,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.6,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.7,ESPECIALIZACIÓN EN GESTIÓN DE INFRAESTRUCTURA TECNOLÓGICA,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.8,ESPECIALIZACIÓN EN GESTIÓN DE SEGURIDAD Y RIESGO INFORMÁTICO,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.9,ESPECIALIZACION EN GESTIÓN GERONTOLÓGICA,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.10,ESPECIALIZACION EN GESTIÓN PARA EL TELETRABAJO,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.11,ESPECIALIZACION EN INTELIGENCIA DE NEGOCIOS,,,,,,,,,,,,,,,,
2732,2732,76,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,Activa,Institución Universitaria/Escuela Tecnológica,Privado,76.12,ESPECIALIZACION EN PEDAGOGIA DE LA VIRTUALIDAD,,,,,,,,,,,,,,,,#VALUE!
2745,2745,77,FUNDACIÓN UNIVERSITARIA COMPENSAR,Activa,Institución Universitaria/Escuela Tecnológica,Privado,77.1,ESPECIALIZACIÓN EN GERENCIA DE LA COMUNICACIÓN ESTRATÉGICA,,,,,,,,,,,,,,,,
2748,2748,78,FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL,Activa,Institución Universitaria/Escuela Tecnológica,Privado,78.1,MAESTRIA EN TEOLOGIA,,,,,,,,,,,,,,,,
2805,2805,79,UNIVERSIDAD SIMON BOLIVAR,Activa,Universidad,Privado,79.1,MAESTRIA EN EDUCACION,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.1,ESPECIALIZACION EN ESTUDIOS PEDAGOGICOS,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.2,ESPECIALIZACIÓN EN SEXUALIDAD Y RELACIONES CONTEMPORÁNEAS,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.3,MAESTRÍA EN ADMINISTRACIÓN,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.4,MAESTRIA EN CONTABILIDAD Y FINANZAS,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.6,MAESTRIA EN EDUCACION,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.7,MAESTRIA EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.8,MAESTRIA EN GESTION DE SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.9,MAESTRIA EN MARKETING,,,,,,,,,,,,,,,,
2810,2810,80,CORPORACION UNIVERSIDAD DE LA COSTA CUC,Activa,Universidad,Privado,80.10,MAESTRIA EN NEUROPSICOPEDAGOGIA,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.1,ESPECIALIZACION EN ADMINISTRACION DE EMPRESAS,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.2,ESPECIALIZACIÓN EN DIRECCIÓN FINANCIERA,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.3,ESPECIALIZACIÓN EN GERENCIA COMERCIAL Y MERCADEO,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.4,ESPECIALIZACION EN GERENCIA DE PROCESOS DE CALIDAD E INNOVACION,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.5,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.14,ESPECIALIZACION EN GESTION HUMANA,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.15,ESPECIALIZACION EN GOBIERNO Y GERENCIA PUBLICA,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.16,"MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS, MBA",,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.18,MAESTRÍA EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.19,MAESTRÍA EN GERENCIA DE SISTEMAS DE INFORMACIÓN Y PROYECTOS TECNOLÓGICOS,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.20,MAESTRÍA EN GESTIÓN DE LA EDUCACIÓN VIRTUAL,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.22,MAESTRÍA EN INTELIGENCIA DE NEGOCIOS,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.24,MAESTRÍA EN NEGOCIOS INTERNACIONALES,,,,,,,,,,,,,,,,
2812,2812,81,UNIVERSIDAD EAN,Activa,Universidad,Privado,81.25,MAESTRÍA EN PROYECTOS DE DESARROLLO SOSTENIBLE,,,,,,,,,,,,,,,,
2815,2815,82,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,82.1,ESPECIALIZACIÓN EN DOCENCIA,,,,,,,,,,,,,,,,
2815,2815,82,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,82.2,ESPECIALIZACIÓN EN GESTIÓN TRIBUTARIA,,,,,,,,,,,,,,,,
2815,2815,82,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,82.3,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.1,ESPECIALIZACIÓN EN ATENCIÓN A LA PRIMERA INFANCIA,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.2,ESPECIALIZACIÓN EN COMUNICACIÓN DIGITAL,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.3,ESPECIALIZACIÓN EN ECONOMÍA SOCIAL Y SOLIDARIA,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.4,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.5,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.6,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.7,"ESPECIALIZACIÓN EN GERENCIA DE RIESGOS LABORALES, SEGURIDAD Y SALUD EN EL TRABAJO",,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.9,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.10,ESPECIALIZACIÓN EN GESTIÓN PSICOSOCIAL EN CONTEXTOS DE TRABAJO.,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.11,ESPECIALIZACIÓN EN GESTIÓN TRIBUTARIA,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.12,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.13,MAESTRÍA EN EDUCACIÓN INCLUSIVA E INTERCULTURAL,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.14,MAESTRÍA EN GERENCIA DE LA INNOVACIÓN EN PROYECTOS,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.15,MAESTRÍA EN GERENCIA SOCIAL Y DESARROLLO,,,,,,,,,,,,,,,,
2829,2829,84,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,Activa,Institución Universitaria/Escuela Tecnológica,Privado,84.16,"MAESTRIA EN PAZ, DESARROLLO Y CIUDADANIA",,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.1,ESPECIALIZACION EN ANALITICA Y BIG DATA,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.2,ESPECIALIZACION EN CIBERSEGURIDAD,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.3,ESPECIALIZACIÓN EN DESARROLLO INTEGRAL DE LA INFANCIA Y LA ADOLESCENCIA,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.4,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD EN SALUD,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.5,ESPECIALIZACIÓN EN GERENCIA DE LA SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.6,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.8,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.9,ESPECIALIZACION EN MARKETING DIGITAL,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.10,ESPECIALIZACIÓN EN NEUROPSICOLOGÍA DE LA EDUCACIÓN,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.11,MAESTRIA EN AMBIENTES DIGITALES PARA LA EDUCACION,,,,,,,,,,,,,,,,
2830,2830,85,CORPORACION UNIVERSITARIA IBEROAMERICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,85.12,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
2832,2832,86,UNIVERSIDAD DE SANTANDER - UDES,Activa,Universidad,Privado,86.1,ESPECIALIZACIÓN EN APLICACIÓN DE TIC PARA LA ENSEÑANZA,,,,,,,,,,,,,,,,
2832,2832,86,UNIVERSIDAD DE SANTANDER - UDES,Activa,Universidad,Privado,86.6,MAESTRÍA EN EDUCATRÓNICA,,,,,,,,,,,,,,,,
2832,2832,86,UNIVERSIDAD DE SANTANDER - UDES,Activa,Universidad,Privado,86.7,MAESTRIA EN TECNOLOGIAS DIGITALES APLICADAS A LA EDUCACION,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.1,ESPECIALIZACIÓN EN ALTA GERENCIA,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.2,ESPECIALIZACIÓN EN CUMPLIMIENTO ANTI LAVADO DE ACTIVOS Y CONTRA LA FINANCIACIÓN DEL TERRORISMO,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.3,ESPECIALIZACIÓN EN DIRECCIÓN DE OPERACIONES Y MEJORAMIENTO CONTINUO,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.4,ESPECIALIZACIÓN EN GERENCIA  FINANCIERA,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.5,ESPECIALIZACIÓN EN GERENCIA AMBIENTAL,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.6,ESPECIALIZACIÓN EN GERENCIA DE LA INNOVACIÓN Y DESARROLLO EMPRESARIAL,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.7,ESPECIALIZACIÓN EN GERENCIA DE MERCADEO,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.8,ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.9,ESPECIALIZACIÓN EN GERENCIA DEL TURISMO,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.10,ESPECIALIZACION EN GOBIERNO DE TECNOLOGIAS DE LA INFORMACION,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.11,ESPECIALIZACIÓN EN INFORMÁTICA EDUCATIVA,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.12,ESPECIALIZACIÓN EN LEGISLACIÓN TRIBUTARIA NACIONAL E INTERNACIONAL,,,,,,,,,,,,,,,,
2833,2833,87,CORPORACION UNIVERSITARIA REMINGTON,Activa,Institución Universitaria/Escuela Tecnológica,Privado,87.16,ESPECIALIZACIÓN EN SEGURIDAD DE LA INFORMACIÓN,,,,,,,,,,,,,,,,
2834,2834,88,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,88.1,ESPECIALIZACIÓN EN GERENCIA ESTRATÉGICA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
2837,2837,89,CORPORACION UNIVERSITARIA REPUBLICANA,Activa,Institución Universitaria/Escuela Tecnológica,Privado,89.1,ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO,,,,,,,,,,,,,,,,
2847,2847,90,UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,Activa,Universidad,Privado,90.1,ESPECIALIZACIÓN EN LOGÍSTICA,,,,,,,,,,,,,,,,
2847,2847,90,UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,Activa,Universidad,Privado,90.2,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2847,2847,90,UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,Activa,Universidad,Privado,90.3,MAESTRÍA EN TIC PARA LA EDUCACIÓN,,,,,,,,,,,,,,,,
2848,2848,91,CORPORACION UNIVERSITARIA  UNITEC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,91.1,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
2848,2848,91,CORPORACION UNIVERSITARIA  UNITEC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,91.2,ESPECIALIZACIÓN EN GERENCIA FINANCIERA,,,,,,,,,,,,,,,,
2848,2848,91,CORPORACION UNIVERSITARIA  UNITEC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,91.3,ESPECIALIZACIÓN EN GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
2848,2848,91,CORPORACION UNIVERSITARIA  UNITEC,Activa,Institución Universitaria/Escuela Tecnológica,Privado,91.4,ESPECIALIZACIÓN EN SEGURIDAD DE LA INFORMACIÓN,,,,,,,,,,,,,,,,
