CÓDIGO_INSTITUCIÓN_PADRE,CÓDIGO_INSTITUCIÓN,# universidad,NOMBRE_INSTITUCIÓN,ESTADO_INSTITUCIÓN,CARÁCTER_ACADÉMICO,SECTOR,codigoprograma,NOMBRE_DEL_PROGRAMA,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.1,ESPECIALIZACIÓN EN EDUCACIÓN PARA LA PAZ Y FORMACIÓN CIUDADANA,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.2,ESPECIALIZACIÓN EN EDUCACIÓN PARA PROFESIONALES DE LA SALUD,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.3,ESPECIALIZACIÓN EN GERENCIA INTEGRAL DE SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.4,ESPECIALIZACIÓN EN GERENCIA Y GESTIÓN CULTURAL,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.5,ESPECIALIZACIÓN EN GOBERNANZA Y DESARROLLO TERRITORIAL,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.6,ESPECIALIZACIÓN EN INNOVACIÓN PEDAGÓGICA,,,,,,,,,,,,,,,,
1714,1714,30,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO,Activa,Universidad,Privado,30.7,MAESTRÍA EN EDUCACIÓN PARA PROFESIONALES DE LA SALUD,,,,,,,,,,,,,,,,
1715,1715,31,FUNDACION UNIVERSIDAD DE AMERICA,Activa,Universidad,Privado,31.1,ESPECIALIZACION EN GERENCIA DE LA CALIDAD,,,,,,,,,,,,,,,,
1718,1716,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.1,ESPECIALIZACIÓN EN DERECHO PROCESAL,,,,,,,,,,,,,,,,
1718,1716,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.2,ESPECIALIZACIÓN EN DESARROLLO TERRITORIAL Y GESTIÓN PÚBLICA,,,,,,,,,,,,,,,,
1718,1716,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.3,ESPECIALIZACIÓN EN GERENCIA DE NEGOCIOS INTERNACIONALES,,,,,,,,,,,,,,,,
1718,1716,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.4,ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS MULTIMEDIALES PARA LA EDUCACIÓN,,,,,,,,,,,,,,,,
1718,1717,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.5,ESPECIALIZACIÓN EN GERENCIA EDUCATIVA,,,,,,,,,,,,,,,,
1718,1717,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.6,ESPECIALIZACIÓN EN PSICOLOGíA DE LAS ORGANIZACIONES Y DEL TRABAJO,,,,,,,,,,,,,,,,
1718,1718,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.7,ESPECIALIZACIÓN EN DOCENCIA MEDIADA POR LAS TIC,,,,,,,,,,,,,,,,
1718,1718,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.8,MAESTRÍA EN DOCENCIA MEDIADA CON LAS TIC,,,,,,,,,,,,,,,,
1718,1724,32,UNIVERSIDAD DE SAN BUENAVENTURA,Activa,Universidad,Privado,32.9,MAESTRIA EN CIENCIAS DE LA EDUCACIÓN,,,,,,,,,,,,,,,,
1719,1719,33,UNIVERSIDAD CATOLICA DE COLOMBIA,Activa,Universidad,Privado,33.1,ESPECIALIZACIÓN EN SISTEMA PENAL ACUSATORIO,,,,,,,,,,,,,,,,
1720,1720,34,UNIVERSIDAD MARIANA,Activa,Universidad,Privado,34.1,ESPECIALIZACIÓN EN FAMILIA,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.1,ESPECIALIZACION EN GERENCIA DE MERCADEO Y VENTAS,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.2,ESPECIALIZACIÓN EN SISTEMAS INTEGRADOS GESTIÓN,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.3,MAESTRIA  EN DESARROLLO SOSTENIBLE Y MEDIO AMBIENTE,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.4,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.5,MAESTRÍA EN EDUCACIÓN DESDE LA DIVERSIDAD,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.6,MAESTRÍA EN FINANZAS,,,,,,,,,,,,,,,,
1722,1722,35,UNIVERSIDAD DE MANIZALES,Activa,Universidad,Privado,35.7,MAESTRIA EN MERCADEO,,,,,,,,,,,,,,,,
1726,1726,36,UNIVERSIDAD CATOLICA DE ORIENTE -UCO,Activa,Universidad,Privado,36.1,MAESTRIA EN EDUCACION,,,,,,,,,,,,,,,,
1728,1728,37,UNIVERSIDAD SERGIO ARBOLEDA,Activa,Universidad,Privado,37.1,MAESTRIA EN DIDACTICA DIGITAL,,,,,,,,,,,,,,,,
1728,1728,37,UNIVERSIDAD SERGIO ARBOLEDA,Activa,Universidad,Privado,37.2,MAESTRÍA EN GERENCIA EDUCATIVA E INNOVACIÓN TECNOLÓGICA,,,,,,,,,,,,,,,,
1728,1728,37,UNIVERSIDAD SERGIO ARBOLEDA,Activa,Universidad,Privado,37.3,MAESTRÍA EN INNOVACIÓN EN DERECHO DIGITAL Y LEGAL-TECH,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.1,ESPECIALIZACIÓN EN BIOÉTICA,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.2,ESPECIALIZACIÓN EN SEGURIDAD DEL PACIENTE,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.3,MAESTRÍA EN EDUCACIÓN INCLUSIVA E INTERCULTURAL,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.4,MAESTRÍA EN GERENCIA ORGANIZACIONAL DE PROYECTOS,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.5,MAESTRÍA EN GOBERNANZA EN ÁREAS PROTEGIDAS Y GESTIÓN DEL RECURSO BIOLÓGICO,,,,,,,,,,,,,,,,
1729,1729,38,UNIVERSIDAD EL BOSQUE,Activa,Universidad,Privado,38.5,MAESTRÍA EN INNOVACIÓN Y TECNOLOGÍAS PARA LA EDUCACIÓN,,,,,,,,,,,,,,,,
1734,1734,39,UNIVERSIDAD DE BOYACA UNIBOYACA,Activa,Universidad,Privado,39.1,ESPECIALIZACIÓN EN GERENCIA TURÍSTICA,,,,,,,,,,,,,,,,
1734,1734,39,UNIVERSIDAD DE BOYACA UNIBOYACA,Activa,Universidad,Privado,39.2,ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL,,,,,,,,,,,,,,,,
1734,1734,39,UNIVERSIDAD DE BOYACA UNIBOYACA,Activa,Universidad,Privado,39.3,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.1,ESPECIALIZACIÓN EN EVALUACIÓN AMBIENTAL DE PROYECTOS,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.2,ESPECIALIZACION EN GERENCIA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.3,ESPECIALIZACION EN GESTIÓN DE LA INVESTIGACIÓN,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.4,ESPECIALIZACIÓN EN GESTIÓN DE TIC,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.5,ESPECIALIZACIÓN EN MARKETING DIGITAL,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.6,ESPECIALIZACIÓN EN NUEVAS TECNOLOGÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.7,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.8,ESPECIALIZACIÓN EN SISTEMAS INTERACTIVOS DIGITALES,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.9,ESPECIALIZACIÓN EN TELEMÁTICA,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.10,ESPECIALIZACIÓN TÉCNICA PROFESIONAL EN MECÁNICA DE VEHÍCULOS DE TRANSPORTE DE CARGA PESADA,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.11,ESPECIALIZACIÓN TECNOLÓGICA EN AUTOMATIZACIÓN INDUSTRIAL,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.12,MAESTRÍA EN  GERENCIA  ESTRATÉGICA DEL TALENTO HUMANO,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.13,MAESTRÍA EN ADMINISTRACIÓN EDUCATIVA,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.14,MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS BÁSICAS MEDIADA POR LAS TIC,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.15,MAESTRÍA EN INTEGRACIÓN DE TIC EN LAS ORGANIZACIONES,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.16,MAESTRIA EN TECNOLOGIAS DIGITALES APLICADAS A LA EDUCACION,,,,,,,,,,,,,,,,
1735,1735,40,UNIVERSIDAD MANUELA BELTRAN-UMB-,Activa,Universidad,Privado,40.17,MAESTRÍA EN TRANSMEDIA,,,,,,,,,,,,,,,,
1801,1801,41,UNIVERSIDAD LA GRAN COLOMBIA,Activa,Universidad,Privado,41.1,ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.1,DOCTORADO EN ADMINISTRACIÓN DE EMPRESAS - DBA,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.2,ESPECIALIZACIÓN EN NUTRICIÓN DE ANIMALES DE COMPAÑÍA,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.3,ESPECIALIZACIÓN EN SISTEMAS DE CALIDAD E INOCUIDAD EN ALIMENTOS,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.4,MAESTRÍA EN CIENCIAS - BIOLOGÍA,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.5,MAESTRÍA EN DIDÁCTICA DE LAS LENGUAS,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.6,MAESTRÍA EN DISEÑO Y GESTIÓN DE ESCENARIOS VIRTUALES DE APRENDIZAJE,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.7,MAESTRÍA EN FINANZAS,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.8,MAESTRÍA EN GESTION DE LA INFORMACIÓN DOCUMENTAL,,,,,,,,,,,,,,,,
1803,1803,42,UNIVERSIDAD DE LA SALLE,Activa,Universidad,Privado,42.9,MAESTRÍA EN PLANIFICACIÓN Y GESTIÓN DEL TERRITORIO,,,,,,,,,,,,,,,,
1804,1804,43,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,Activa,Universidad,Privado,43.1,ESPECIALIZACIÓN EN MERCADEO,,,,,,,,,,,,,,,,
1804,1804,43,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,Activa,Universidad,Privado,43.1,ESPECIALIZACION EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1804,1804,43,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,Activa,Universidad,Privado,43.2,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1804,1804,43,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,Activa,Universidad,Privado,43.3,MAESTRÍA EN FINANZAS,,,,,,,,,,,,,,,,
1804,1804,43,UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA,Activa,Universidad,Privado,43.4,MAESTRÍA EN GESTIÓN DE LA CALIDAD EN SERVICIOS DE SALUD,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.2,ESPECIALIZACIÓN EN DERECHO ADMINISTRATIVO,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.3,ESPECIALIZACIÓN EN DERECHO DE FAMILIA,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.4,ESPECIALIZACION EN GERENCIA AMBIENTAL Y DESARROLLO SOSTENIBLE EMPRESARIAL,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.5,ESPECIALIZACIÓN EN GERENCIA LOGÍSTICA INTEGRAL,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.6,ESPECIALIZACIÓN EN MARKETING DIGITAL,,,,,,,,,,,,,,,,
1805,1805,44,UNIVERSIDAD SANTIAGO DE CALI,Activa,Universidad,Privado,44.7,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1806,1809,45,UNIVERSIDAD LIBRE,Activa,Universidad,Privado,45.1,ESPECIALIZACION EN ALTA GERENCIA EN TURISMO DE SALUD,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.1,ESPECIALIZACIÓN EN COMUNICACIÓN ESTRATÉGICA PARA LA WEB,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.2,ESPECIALIZACIÓN EN CONTRATACIÓN ESTATAL,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.4,ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL Y PRODUCCIÓN MÁS LIMPIA,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.5,ESPECIALIZACIÓN EN MERCADEO GERENCIAL,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.6,ESPECIALIZACIÓN EN RESPONSABILIDAD SOCIAL Y SOSTENIBILIDAD,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.7,ESPECILIZACION EN DERECHO PROBATORIO PENAL,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.8,MAESTRÍA EN COMUNICACIÓN DE MARCA,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.9,MAESTRÍA EN CONTRATACIÓN ESTATAL,,,,,,,,,,,,,,,,
1812,1812,46,UNIVERSIDAD DE MEDELLIN,Activa,Universidad,Privado,46.10,MAESTRÍA EN EDUCACIÓN,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.1,ESPECIALIZACION EN EDUCACION MATEMATICA PARA PROFESORES DE PRIMARIA,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.2,ESPECIALIZACION EN EDUCACION MATEMATICA PARA PROFESORES DE SECUNDARIA Y MEDIA,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.3,MAESTRÍA EN ADMINISTRACIÓN (MBA),,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.4,MAESTRÍA EN EDUCACIÓN MATEMÁTICA,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.5,MAESTRÍA EN INGENIERÍA DE SOFTWARE,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.6,MAESTRIA EN INTELIGENCIA ANALITICA DE DATOS,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.7,MAESTRÍA EN REGENERACIÓN Y DESARROLLO SOSTENIBLE,,,,,,,,,,,,,,,,
1813,1813,47,UNIVERSIDAD DE LOS ANDES,Activa,Universidad,Privado,47.8,MAESTRÍA EN TRIBUTACIÓN,,,,,,,,,,,,,,,,
1815,1815,49,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA,Activa,Universidad,Privado,49.1,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,,,,,,,,,,,,,,,,
1815,1815,49,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA,Activa,Universidad,Privado,49.2,ESPECIALIZACION EN GERENCIA DE PROYECTOS,,,,,,,,,,,,,,,,
1818,1817,50,UNIVERSIDAD COOPERATIVA DE COLOMBIA,Activa,Universidad,Privado,50.1,MAESTRÍA  EN GESTIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN,,,,,,,,,,,,,,,,
1818,1818,50,UNIVERSIDAD COOPERATIVA DE COLOMBIA,Activa,Universidad,Privado,50.3,ESPECIALIZACION EN GERENCIA DE IMPUESTOS,,,,,,,,,,,,,,,,
1818,1818,50,UNIVERSIDAD COOPERATIVA DE COLOMBIA,Activa,Universidad,Privado,50.4,MAESTRIA EN EDUCACION,,,,,,,,,,,,,,,,
1818,1820,50,UNIVERSIDAD COOPERATIVA DE COLOMBIA,Activa,Universidad,Privado,50.5,MAESTRÍA EN PROYECTOS PARA EL  DESARROLLO INTEGRAL DE  NIÑOS Y ADOLESCENTES,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.1,ESPECIALIZACION EN ASEGURAMIENTO DE LA CALIDAD EN INSTITUCIONES EDUCATIVAS,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.2,ESPECIALIZACIÓN EN COMUNICACIÓN DIGITAL Y MEDIOS INTERACTIVOS,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.3,ESPECIALIZACIÓN EN EPIDEMIOLOGÍA,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.4,ESPECIALIZACION EN GESTION ESTRATEGICA DE MERCADEO,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.5,ESPECIALIZACION EN GESTION HUMANA,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.6,ESPECIALIZACIÓN EN PRODUCCIÓN Y GESTIÓN DE PROYECTOS AUDIOVISUALES,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.7,ESPECIALIZACION EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.8,ESPECIALIZACIÓN TECNOLÓGICA EN FARMACOVIGILANCIA Y TECNOVIGILANCIA,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.10,MAESTRIA EN E-LEARNING,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.11,MAESTRIA EN GERENCIA EDUCATIVA,,,,,,,,,,,,,,,,
1823,1823,51,UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-,Activa,Universidad,Privado,51.12,MAESTRIA EN SOFTWARE LIBRE,,,,,,,,,,,,,,,,
1825,1825,52,UNIVERSIDAD AUTONOMA DE MANIZALES,Activa,Universidad,Privado,52.1,ESPECIALIZACIÓN EN AUDITORIA EN SALUD,,,,,,,,,,,,,,,,
1825,1825,52,UNIVERSIDAD AUTONOMA DE MANIZALES,Activa,Universidad,Privado,52.2,ESPECIALIZACIÓN EN SALUD PÚBLICA,,,,,,,,,,,,,,,,
1825,1825,52,UNIVERSIDAD AUTONOMA DE MANIZALES,Activa,Universidad,Privado,52.3,MAESTRIA EN DISCAPACIDAD,,,,,,,,,,,,,,,,
1825,1825,52,UNIVERSIDAD AUTONOMA DE MANIZALES,Activa,Universidad,Privado,52.4,MAESTRÍA EN DISEÑO DE AMBIENTES DE APRENDIZAJE INNOVADORES,,,,,,,,,,,,,,,,
1825,1825,52,UNIVERSIDAD AUTONOMA DE MANIZALES,Activa,Universidad,Privado,52.5,MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.1,ESPECIALIZACION EN ADMINISTRACION PUBLICA,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.2,ESPECIALIZACION EN AUDITORIA DE SISTEMAS,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.4,ESPECIALIZACION EN DESARROLLO DEL POTENCIAL HUMANO EN LA ORGANIZACIÓN,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.5,ESPECIALIZACION EN GESTIÓN FINANCIERA,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.6,MAESTRIA EN ECONOMIA DE LA SALUD,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.7,MAESTRIA EN ECONOMIA INTERNACIONAL,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.8,MAESTRIA EN GERENCIA FINANCIERA Y TRIBUTARIA,,,,,,,,,,,,,,,,
1826,1826,53,UNIVERSIDAD ANTONIO NARIÑO,Activa,Universidad,Privado,53.9,MAESTRIA EN MEDIACION FAMILIAR,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.1,ESPECIALIZACION EN ADMINISTRACION DE LA SALUD,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.2,ESPECIALIZACIÓN EN ESTADÍSTICA APLICADA,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.3,ESPECIALIZACION EN EVALUACION PEDAGOGICA,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.4,ESPECIALIZACIÓN EN GERENCIA DE LA CALIDAD,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.5,ESPECIALIZACION EN GERENCIA EDUCATIVA,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.6,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.7,MAESTRIA EN PEDAGOGIA,,,,,,,,,,,,,,,,
1827,1827,54,UNIVERSIDAD CATOLICA DE MANIZALES,Activa,Universidad,Privado,54.8,MAESTRÍA EN SISTEMAS INTEGRADOS DE GESTIÓN,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.1,ESPECIALIZACIÓN EN DESARROLLO INFANTIL Y EDUACIÓN INICIAL,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.2,ESPECIALIZACIÓN EN DOCENCIA UNIVERSITARIA,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.3,MAESTRÍA EN ADMINISTRACIÓN,,,,,,,,,,,,,,,,
1828,1828,55,UNIVERSIDAD ICESI,Activa,Universidad,Privado,55.4,MAESTRÍA EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,,,,,,,,,,,,,,,,
